"체육시설일련번호","자치구","시설명","시설유형","시설우편번호","시설주소","시설상세주소","시설규모","운영기관","연락처","운영시간_평일","운영시간_주말","운영시간_공휴일","시설대관여부","시설사용료","주차정보","홈페이지","시설종류","시설운영상태","시설편의시설","비고"
"1171","마포","난지천인조잔디축구장","공공체육시설","","서울특별시 마포구 상암동 1538 ","난지천공원 내","국제공인축구장(102m×66m) / 면적 8,510㎡","마포구청 체육진흥과","02-3153-9874","하절기 06:00~22:00, 동절기 08:00-22:00","하절기 06:00~22:00, 동절기 08:00-22:00 ","매월 첫 째주 월요일, 설 및 추석 연휴 휴관","가능","(2시간 기준) 평일 : 55,000원 주말 및 공휴일 : 71,500원","난지천공원 주차장에 주차 가능 5분당 150원 (431면)","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S210401100008601453","축구장","운영","화장실, 관람석, 가림막","21.11.01(월) 기준, 이용 가능 대상 - 백신접종완료 2주 경과자 - PCR 결과 48시간 이내 음성 확인자"
"1519","마포","난지한강공원 X게임장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","X게임장 1개소","한강사업본부","02-3780-0612","00:00~24:00","00:00~24:00","","불가능","","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46777","기타","운영","화장실, 매점, 음수대, 그늘막",""
"898","마포","난지한강공원 농구장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","농구장 1면","한강사업본부","02-3780-0612","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 : 10월~다음 해 3월 하절기 : 4월~9월","가능","(2시간 기준) 4,000원 * 월 이용 요금 : 75,000원","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원 ","https://hangang.seoul.go.kr/archives/46777","농구장","운영","화장실, 매점, 음수대, 그늘막",""
"1516","마포","난지한강공원 야구장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","야구장 2면 (천연잔디, 98x122)","미래한강본부","02-3780-0612","07:00~19:00","07:00~19:00","","가능","(3시간 기준) 80,000원","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/2413","야구장","운영","화장실, 매점, 음수대, 그늘막",""
"1520","마포","난지한강공원 인라인스케이트장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","인라인스케이트장 1개소","한강사업본부","02-3780-0612","00:00~24:00","00:00~24:00","","불가능","","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46777","기타","운영","화장실, 매점, 음수대, 그늘막",""
"899","마포","난지한강공원 자전거공원","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","MTB 코스장 : 5,425㎡, 익스트림장 : 4,397㎡, 어린이자전거교육장 : 2,500㎡","한강사업본부","02-3780-0612","00:00~24:00","00:00~24:00","","불가능","","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46777","기타","운영","화장실, 매점, 음수대, 그늘막",""
"1517","마포","난지한강공원 족구장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","","미래한강본부","02-3780-0612","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 : 10월~다음 해 3월 하절기 : 4월~9월","가능","(2시간 기준) 4,000원 * 월정기 요금 : 75,000원","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/2413","족구장","운영","화장실, 매점, 음수대, 그늘막",""
"1518","마포","난지한강공원 풋살경기장","공공체육시설","03900","서울특별시 마포구 한강난지로 162","","풋살경기장 1면","한강사업본부","02-3780-0612","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 07:00~17:00, 하절기 06:00~20:00","동절기 : 10월~다음 해 3월 하절기 : 4월~9월","불가능","","난지1,2,3주차장 이용 (총 900면) 최초 30분 1,000원, 초과 10분당 200원","https://hangang.seoul.go.kr/archives/46777","풋살장","운영","화장실, 매점, 음수대, 그늘막",""
"730","관악","남부초등학교","학교체육시설","","서울특별시 관악구 남부순환로163길 14","","체육장 8,106㎡","남부초등학교","02-857-5032","06:00~07:30, 16:30~일몰 시까지 (동절기는 17시까지)","토요일 06:00~07:30, 13:00~일몰 시까지 (동절기는 17시까지)","일요일 및 공휴일 06:00~일몰 시까지 (동절기는 17시까지)","가능","체육관 : 15,000~60,000원 운동자 : 15,000~100,000원 ","주차 불가","https://seoulnambu.sen.es.kr/","초등학교","운영","샤워실, 탈의실, 창고",""
"1157","중구","남산타운문화체육센터","공공체육시설","","서울특별시 중구 다산로 32 ","남산타운아파트단지 내","지하 2층, 지상 5층","중구시설관리공단","02-2280-8480","06:00~22:00","주말 09:00~18:00 / 둘째 주, 넷째 주 일요일 및 공휴일 휴관","","불가능","헬스 : 40,000-45,000원 요가 : 30,000-40,000원 필라테스 : 35,000-40,000원","주차 가능","https://www.e-junggu.or.kr/fmcs/275","생활체육관","운영","샤워실, 탈의실, 개인사물함","21.11.01(월) 기준, * 이용 가능 대상 : 접종완료자, PCR음성확인자, 만18세미만, 접종불가자"
"1468","서초","내곡동체육시설","공공체육시설","06796","서울특별시 서초구 신흥말길 23-5","","인조잔디 1면 (900㎡)","서초구청","02-2155-6214","06:00~22:00","06:00~22:00","","가능","(1시간 기준) 평일 : 4,000원 주말 및 공휴일 : 5,000원","주차 가능 ","https://www.seocho.go.kr/site/seocho/04/10405021500002015072810.jsp","기타","운영","샤워실, 탈의실, 휴게실",""
"1051","서초","내곡동체육시설 테니스장","공공체육시설","","서울특별시 서초구 신흥말길 23-5","","하드코트 6면 (3,419㎡)","서초구청","02-2155-6214","06:00~22:00","06:00~22:00","","가능","(1시간 기준)  평일 :  6,000원 주말 및 공휴일 : 8,000원 ","주차 가능","https://www.seocho.go.kr/site/seocho/04/10405021500002015072810.jsp","테니스장","운영","샤워실, 탈의실, 휴게실",""
"1652","동작","노들나루 무브 풋살파크(노들나루공원 풋살장)","공공체육시설","06902","서울특별시 동작구 노량진로 247","","풋살장 1면 / 450㎡(136평)","동작구청","02-820-1286","06:00~22:00","06:00~22:00","-","가능","","전화문","https://www.dongjak.go.kr/portal/bbs/B0000686/list.do?menuNo=200272","풋살장","운영","",""
"1651","동작","노들나루공원 자전거연습장","공공체육시설","06902","서울특별시 동작구 노량진로 247","","자전거 연습장 1면 / 1,038㎡(315평)","동작구청","02-820-1286","06:00~22:00 [동절기(1~3월/12월) : 06:00~20:00]","06:00~22:00 [동절기(1~3월/12월) : 06:00~20:00]","-","불가능","","전화문","https://www.dongjak.go.kr/portal/bbs/B0000686/list.do?menuNo=200272","기타","운영","",""
"860","동작","노들나루공원 족구장","공공체육시설","","서울특별시 동작구 노량진로 247","","족구장 실외 코트 1면 (30m X 15m)","동작구시설관리공단","02-820-1286","06:00~22:00","06:00~22:00","동절기(12~3월) / 06:00~20:00","가능","무료","주차 가능","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230126151436934717","족구장","운영","편의시설 없음",""
"861","동작","노들나루공원 축구장","공공체육시설","","서울특별시 동작구 노량진로 247","","4,267㎡","동작구","02-820-1286","06:00~22:00","06:00~22:00","동절기(12~3월) / 06:00~20:00","가능","무료","주차 가능","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S230126133922876652","축구장","운영","편의시설 없음",""
"1654","동작","노량진 야구장","공공체육시설","06900","서울특별시 동작구 노들로 688","","면적 9,300","동작구청","02-820-1264","전화문의","전화문의","-","가능","전화문의","전화문의","https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240703101626388927","야구장","운영","",""
"874","동작","노량진근린공원","공공체육시설","06944","서울특별시 동작구 여의대방로36길 71","","416,031㎡","동작구청","02-820-9845","00:00-24:00","00:00~24:00","","불가능","무료","주차 불가","https://parks.seoul.go.kr/parks/detailView.do?pIdx=57","기타","운영","화장실, 음수대",""
"863","동작","노량진근린공원 게이트볼장 (고구동산)","공공체육시설","","서울특별시 동작구 매봉로6길 16","","게이트볼장","동작구청 공원녹지과","02-820-9845","00:00~24:00","00:00~24:00","","불가능","무료","주차 가능","https://parks.seoul.go.kr/parks/detailView.do?pIdx=57","게이트볼장","운영","화장실, 음수대",""
"864","동작","노량진근린공원 게이트볼장 (대방)","공공체육시설","","서울특별시 동작구 여의대방로44길 39","","게이트볼장","동작구청 공원녹지과","02-820-9845","00:00~24:00","00:00~24:00","","불가능","무료","주차 가능","https://parks.seoul.go.kr/parks/detailView.do?pIdx=57","게이트볼장","운영","화장실, 음수대",""
"875","동작","노량진근린공원 배드민턴장","공공체육시설","","서울특별시 동작구 노량진동 325-2","","배드민턴 코트 2면","동작구청 공원녹지과","02-820-9845","00:00~24:00","00:00~24:00","","불가능","무료","주차 불가","https://parks.seoul.go.kr/parks/detailView.do?pIdx=57","배드민턴장","운영","화장실, 음수대",""
"862","동작","노량진근린공원 테니스장","공공체육시설","06944","서울특별시 동작구 여의대방로36길 71","","테니스코트 5면","동작구청 공원녹지과","02-820-9845","00:00~24:00","00:00~24:00","","가능","8,000-10,400원","주차 가능","https://parks.seoul.go.kr/parks/detailView.do?pIdx=57","테니스장","운영","화장실, 음수대",""
"682","노원","노원구민체육센터","공공체육시설","","서울특별시 노원구 노원로22길 1","","지하 1층, 지상 3층","노원구서비스공단","2289-6804","평일 05:00~23:00 ","토요일 05:00~22:00, 일요일 및 공휴일 09:00~18:00","매주 첫째주 일요일 정기 휴관","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (72면)  10분당 300원","https://www.nowonsc.kr/fmcs/73","생활체육관","운영","샤워실",""
"683","노원","노원구민체육센터 수영장","공공체육시설","","서울특별시 노원구 노원로22길 1","","성인풀 5레인, 어린이풀","노원구서비스공단","2289-6804","05:00~23:00 ","토요일 05:00~22:00, 일요일 및 공휴일 09:00~18:00","매월 첫째주 일요일 정기휴관","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (72면)  10분당 300원","https://www.nowonsc.kr/fmcs/73","수영장","운영","샤워실, 탈의실",""
"1699","도봉","녹천교 파크골프장","공공체육시설","01866","서울특별시 노원구 마들로5길 25","도봉구 창동 796","2,500㎡ / 6홀","도봉구 치수과","02-2091-4142","-","-","-","불가능","","","","골프연습장","운영","",""
"1565","강동","능골근린공원 농구장","공공체육시설","05285","서울특별시 강동구 상일로12길 60","(서울특별시 강동구 상일동 536)","농구장 1면","강동구청 푸른도시과","02-3425-6440","00:00~24:00","00:00~24:00","","불가능","","주차 불가","","농구장","운영","화장실, 휴게시설, ",""
"1069","도봉","다락원체육공원","공공체육시설","","서울특별시 도봉구 창포원로 45 ","다락원체육공원","인조잔디 축구장 1면 (8,030㎡) / 테니스장 3면(1,949.30㎡) / 배드민턴장 14면 (2,019.50㎡)","도봉구시설관리공단","02-901-5199","06:00~22:00","명절 연휴 및 근로자의 날 휴장 (축구장 제외)","평일 청소 시간 배드민턴장 13:00~14:00 테니스장 12:00~13:00","가능","운영 프로그램 별 이용 요금 상이","주차 가능 (63면)","https://yeyak.dobongsiseol.or.kr/rent/guide.php?c_id=05&page_info=guide&n_type=rent&c_ox=0","기타","운영","샤워실, 탈의실, 매점, 스포츠용품점","21.11.01(월) 기준, 시설 운영 대상  * 백신 2차 접종 완료 후 2주 경과 * PCR 검사 음성확인서 48시간 이내 "
"845","노원","당고개배드민턴장","공공체육시설","","서울특별시 노원구 상계로 273","","배드민턴 코트 7면 (1,546㎡)","노원구시설관리공단","02-2289-6864","06:00~22:00","06:00~22:00","휴장 13:00~14:00","가능","평일 : 성인 2,000원 / 청소년 1,500원 주말 : 성인 2,600원 / 청소년 1,900원","주차 무료 주차 공간이 협소하므로 대중 교통 이용 권장","https://www.nowonsc.kr/fmcs/92","배드민턴장","운영","샤워실, 탈의실, 휴게실, 락커룸",""
"1627","노원","당고개인공암벽장","공공체육시설","01634","서울특별시 노원구 상계로 305","상계동 산 151-1 수락산 당고개공원 내","주암벽(높이15m, 너비 15m), 보조암벽(높이3m, 너비 10m) // 458.58㎡","노원구시설관리공단","02-2289-6700","5월 ~ 10월 평일 12:00 ~ 21:00, 11월 ~ 4월 평일 09:00 ~ 18:00","09:00 ~ 18:00","'※암벽장 휴장일 안내※ 매주 월요일 신정, 설?추석 연휴 근로자의 날'","가능","전화문의","전화문의","https://www.nowonsc.kr/fmcs/114","기타","운영","",""
"846","노원","당고개풋살장","공공체육시설","","서울특별시 노원구 상계34동 산 158-1","","풋살장 1면 (1,200㎡)","노원구시설관리공단","02-2289-6854","10:00~20:00","08:00~20:00","","가능","","주차 불가","https://reservation.nowonsc.kr/","풋살장","운영","편의시설 없음",""
"731","관악","당곡고등학교","공공체육시설","","서울특별시 관악구 봉천로21길 108","","체육장 7,3407,340","당곡고등학교","02-6717-5200","미개방","10:00~12:00","","가능","-","주차 불가","http://danggok.sen.hs.kr/index.do","고등학교","운영","- ",""
"733","관악","당곡중학교","공공체육시설","","서울특별시 관악구 봉천로13길 101","","체육장 12,536㎡","당곡중학교","02-870-7700","06:00~07:30, 16:30~일몰 시까지","주말 및 공휴일 06:00~일몰 시까지","방과 후 수업 있는 토요일 06:00~07:30, 13:00~일몰 시까지","가능","체육관 : 15,000~60,000원 운동장 : 20,000~100,000원","주차 불가","http://danggok.sen.ms.kr/index.do","중학교","운영","-",""
"847","노원","당현초등학교","학교체육시설","","서울특별시 노원구 상계동 동일로213길 52","","체육장 3,757㎡ ","당현초등학교","02-932-0605","06:00~07:30, 16:30~일몰 시까지","토요일 06:00~07:30, 14:00~일몰 시까지","공휴일 08:00~일몰 시까지 ","가능","체육관 : 15,000~60,000원 운동장 : 20,000~100,000원","주차 불가","http://danghyeon.sen.es.kr/index.do","초등학교","운영","샤워실, 탈의실, 창고",""
"1244","영등포","대림운동장 농구장","공공체육시설","07378","서울특별시 영등포구 가마산로31길 16","","농구장 1면","영등포구시설관리공단","010-2640-8895","06:00-22:00","※ 시설 문의 요망","06:00-22:00","불가능","무료","주차 가능 (총 192면) 지하에 있는 공영주차장 이용","https://www.ydp.go.kr/www/contents.do?key=2919&","농구장","운영","화장실, 스탠드, 그늘막",""
"1243","영등포","대림운동장 인조잔디구장","공공체육시설","07378","서울특별시 영등포구 가마산로31길 16","","인조잔디 축구장 105m×70m","영등포구시설관리공단","010-2640-8895","08:00~18:00","08:00~18:00","18시 이후에는 지역 주민을 위한 무료 개방","가능","(2시간 기준)  40,000원  ","주차 가능 (총 192면) 지하에 있는 공영주차장 이용","https://www.ydp.go.kr/www/contents.do?key=2919&","축구장","운영","화장실, 그늘막",""
"1246","영등포","대림운동장 테니스장","공공체육시설","07378","서울특별시 영등포구 가마산로31길 16","","클레이 코트 3면 ","영등포구시설관리공단","010-2640-8895","06:00~22:00","06:00~22:00","","가능","","대림역 5번 출구에서 도보 약 10분 거리에 있는 영등포구시설관리공단에서 운영 중인 지하주차장 이용 (총 192면) * 주차문의 : 010-4697-4687","https://www.ydp.go.kr/www/contents.do?key=2919&","테니스장","운영","화장실, 스탠드, 그늘막",""
"1245","영등포","대림체육공원 배드민턴장","공공체육시설","","서울특별시 영등포구 도신로 1-16","","코트 2면","영등포구시설관리공단","010-2640-8895","06:00-22:00","※ 시설 문의 요망","06:00-22:00","불가능","무료","대림운동장 공영주차장 이용","https://www.ydp.go.kr/www/contents.do?key=2919&","배드민턴장","휴관","스탠드, 화장실, 그늘막",""
"774","강남","대왕초등학교","학교체육시설","","서울특별시 강남구 헌릉로618길 8","","체육장 1,836㎡","대왕초등학교","02-3412-0122","17:00~18:00","토요일 13:00~18:00, 일요일 및 공휴일 09:00~18:00","* 체육관 개방시간은 별도","가능","(1시간 기준) 체육관 : 6,000~20,000원 운동장 : 20,000~100,000원 ","주차 불가","http://www.daewang.es.kr/","초등학교","운영","-",""
"1070","도봉","대우스포츠센터","공공체육시설","","서울특별시 도봉구 덕릉로63가길 61","","지상 3층","대우스포츠센터","02-904-9633","06:00~23:00","토요일 07:00~18:00, 일요일 휴관 / 공휴일 10:00~15:00","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","-","생활체육관","운영","샤워실, 탈의실, 매점",""
"1446","도봉","대우스포츠센터 수영장","공공체육시설","01465","서울특별시 도봉구 덕릉로63가길 61","","성인풀 5레인","대우스포츠센터","02-904-9633","06:00~23:00","토요일 07:00~17:50, 일요일 휴관 / 공휴일 10:00~17:00","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능","-","수영장","운영","샤워실, 탈의실, 매점",""
"775","강남","대진체육관","공공체육시설","","서울특별시 강남구 개포로 109길 62","","지상 1층","강남구도시관리공단","02-2176-0880","06:00~22:00","06:00~21:00","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 불가","https://life.gangnam.go.kr/fmcs/106","생활체육관","운영","샤워실, 탈의실",""
"776","강남","대치유수지체육공원","공공체육시설","06177","서울특별시 강남구 역삼로107길 20-30","","배드민턴 겸 족구장 : 11mx35m 테니스장 : 11mx24m 축구 : 108mx72m 농구장 : 15mx28m","강남구","02-2051-2285","07:00~21:00","07:00~21:00","","가능","운영 시설에 따라 이용 요금 상이","주차장 없음 (예약자에 한해 노상 공영주차장 할인 도장 적용)","http://www.대치유수지.kr/?act=main","기타","운영","편의 시설 없음",""
"1028","성동","대현산체육관","공공체육시설","","서울특별시 성동구 독서당로 63길 44","","배드민턴 코트 6면 (830.8㎡)","성동구도시관리공단","02-2204-7680","06:00~22:00","06:00~22:00 / 매월 둘째 주, 넷째 주 월요일 및 설날, 추석 연휴 휴관","","가능","(2시간 기준) 평일 : 2,500원 주말 및 공휴일 : 3,000원 1개월 : 36,000원 1코트대관 : 15,000원/1시간","인근의 응봉동 공영주차장 이용 가급적 대중교통 이용","https://sports.happysd.or.kr/fmcs/146","배드민턴장","운영","휴게실, 개인사물함, 전망대, 옥탑",""
"1685","강남","더논현스포츠센터","공공체육시설","06119","서울특별시 강남구 강남대로120길 33","논현초교 내 스포츠센터","4,640㎡","논현초등학교","02-543-9633","06:00 ~ 22:00","10:00 ~ 18:00","12~3월 : 매주 일요일 정기휴관 4,5,10,11월 : 첫째,셋째주 일요일 휴관 6~9월 : 매주 일요일 1월1일(신정), 설?추석 명절연휴 정기휴관","불가능","02-543-9633 문의","주차가능","https://thenhsports.modoo.at/","초등학교","운영","사물함, 샤워실",""
"777","강남","도곡스포츠센터","공공체육시설","06205","서울특별시 강남구 선릉로64길 33","","지하 2층, 지상 3층","","02-563-6777","06:00~22:50","06:00~22:50","","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능  회원에 한해 3시간 무료","","생활체육관","운영","샤워실, 탈의실, 제과점, 카페","홈페이지 확인 필요"
"1490","강남","도곡스포츠센터","공공체육시설","06205","서울특별시 강남구 선릉로64길 33 (수영장)","","성인풀(25m) 6레인, 유아풀","","02-563-6777","06:00~22:50","06:00~22:50","","불가능","운영 프로그램에 따라 이용 요금 상이","주차 가능  회원에 한해 3시간 무료","","수영장","운영","샤워실, 탈의실, 전망대, 제과점, 카페",""
"998","서초","도구머리공원 배드민턴장","공공체육시설","06689","서울특별시 서초구 방배중앙로3길 32","","배드민턴코트 (면적 330㎡)","서초구청 공원녹지과","02-2155-6881","05:00~21:00","05:00~21:00","","불가능","무료","주차 불가","https://www.seocho.go.kr/site/seocho/04/10405021300002015070704.jsp","배드민턴장","운영","화장실, 정자, 음수대",""
"1573","강남","도담어린이공원 배드민턴장","공공체육시설","06376","서울특별시 강남구 헌릉로569길 46-13","","배드민턴 코트 3면","강남구청 공원녹지과","02-3423-6262","00:00~24:00","00:00~24:00","","불가능","","별도의 주차 시설 없음","","배드민턴장","운영","",""
"1248","영등포","도림2동유수지내체육시설 농구장","공공체육시설","07375","서울특별시 영등포구 대방천로 29-18","","농구장 1면","영등포구시설관리공단","02-2650-1400","06:00~22:00","06:00~22:00","","불가능","","주차 불가","https://www.ydp.go.kr/www/index.do","농구장","운영","샤워실, 탈의실, 락커룸",""
"1247","영등포","도림2동유수지내체육시설 배드민턴장","공공체육시설","07375","서울특별시 영등포구 도신로15길 5","","배드민턴 코트 12면 (지상 3층, 면적 2,999㎡)","영등포구시설관리공단","02-2650-1400","06:00~22:00","08:00~16:00 / 공휴일 휴관","21.11.01(월) 기준, 평일 3시간, 주말 2시간씩 각 타임 운영 후 방역 진행","가능","운영 프로그램에 따라 이용 요금 상이","주차가능 (50면) 체육관 이용회원은 4시간 무료 4시간 초과 시 5분당 150원 부과","https://www.y-sisul.or.kr/mod.asp?m=business&s=g00","배드민턴장","운영","샤워실, 탈의실, 주차장","* 21.11.01(월) 기준 이용가능 대상 - 접종완료 후 14일 경과된 자 - 48시간 이내의 PCR음성확인서 소지자"
"1249","영등포","도림2동유수지내체육시설 족구장","공공체육시설","07375","서울특별시 영등포구 대방천로 29-18","","족구장 1면","영등포구시설관리공단","02-2650-1400","06:00~22:00","06:00~22:00","","불가능","무료","주차 불가","https://www.ydp.go.kr/www/index.do","족구장","운영","샤워실, 탈의실, 개인사물함",""
"1072","도봉","도봉구민회관","공공체육시설","","서울특별시 도봉구 도봉로 552","","지하 1층, 지상 4층","도봉구시설관리공단","02-901-5160","06:00-22:00","09:00-17:00 / 홀수 주 일요일 및 공휴일 휴관","","불가능","운영 프로그램 별 이용 요금 상이","주차 가능 (총 65면) 평일 09:00~18:00 유료 / 18시 이후 무료 최초 60분 무료, 이후 5분당 250원","http://www.dobongsiseol.or.kr/index_hall.html","생활체육관","운영","대강당, 예식홀, 갤러리, 도서관, 휴게실, 모유수유실 ",""
"1405","도봉","도봉구청부설실내체육관","공공체육시설","01331","서울특별시 도봉구 마들로 656 ","지하 1층 실내체육관","638.1㎡ (약 207평)","도봉구시설관리공단"," 02-901-5000","10:00~18:00","10:00~21:00. / 공휴일 휴관","","가능","2시간 기준 평일 : 44,000원 주말 : 57,200원","도봉구청 주차장 이용 1시간 무료 2시간 3,000원 4시간 9,000원","https://www.dobongsiseol.or.kr/contents/culture4.html?menu1=3&menu2=1&menu3=1","생활체육관","운영","경기용 펜스, 스코어 보드 ",""
"1404","도봉","도봉구청부설체력단련실","공공체육시설","01331","서울특별시 도봉구 마들로 656 ","지하 1층 체력단련실","면적 343.2㎡ (약 104평)","도봉구시설관리공단"," 02-901-5000","09:30~17:30","주말 및 공휴일 휴관","","불가능","1개월 : 22,000원 3개월 : 66,000원","도봉구청 주차장 이용 1시간 무료 2시간 3,000원 4시간 9,000원","https://www.dobongsiseol.or.kr/contents/culture4.html?menu1=3&menu2=1&menu3=1","생활체육관","운영","샤워실, 탈의실, 개인사물함",""
"1402","도봉","도봉동실내스포츠센터","공공체육시설","01320","서울특별시 도봉구 마들로 805","","지상 3층 (건물 면적 5.724.52㎡)","도봉구시설관리공단","02-901-5170","06:00~22:00","09:00~18:00","매월 첫째 주, 셋째 주 일요일 및 공휴일 휴관","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (44면) 비회원 30분 무료, 이후 5분당 100원 이용 프로그램 당 3시간 (치대 6시간) 무료 주차 ","https://www.dobongsiseol.or.kr/index_msport.html","생활체육관","운영","샤워실, 탈의실, 의무실, 전망대",""
"1403","도봉","도봉동실내스포츠센터 수영장","공공체육시설","01320","서울특별시 도봉구 마들로 805 ","1층 수영장","성인풀(25m) 5레인, 유아풀 ","도봉구시설관리공단","02-901-5170","평일 06:00~22:00","주말 09:00~18:00 ","매월 첫째 주, 셋째 주 일요일 및 공휴일 휴관","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (44면) 비회원 30분 무료, 이후 5분당 100원 이용 프로그램 당 3시간 (치대 6시간) 무료 주차","https://www.dobongsiseol.or.kr/index_msport.html","수영장","운영","샤워실, 탈의실, 체온회복실, 의무실, 전망대",""
"851","노원","불암산스포츠타운 론볼장","공공체육시설","","서울특별시 노원구 중계로 36","","론볼장 (면적 1056㎡)","노원구서비스공단","02-2289-6854","06:00~22:00","06:00~22:00","동절기(12월~다음 해 3월) 단축 운영","불가능","무료","주차 불가","-","기타","운영","-",""
"1073","도봉","도봉실내배드민턴장","공공체육시설","01320","서울특별시 도봉구 마들로 805","","배드민턴 코트 7면 (942㎡)","도봉구시설관리공단","02-901-5000","06:00~21:00","06:00~21:00","하절기(5월~10월) 운영시간 연장 / 06:00~22:00","가능","운영 프로그램에 따라 이용 요금 상이","주차 가능 (20면) ","https://www.dobongsiseol.or.kr/msport_center/intro/02.htm","배드민턴장","운영","샤워실, 탈의실",""
"1074","도봉","도봉실내수영장","공공체육시설","","서울특별시 도봉구 도봉로 180 나길41 ","한신아파트 상가 지하 2층","지하 2층, 지상 4층 / 수영장935.19㎡ (약 283평) / 성인풀(25m) 6레인, 유아풀(10m) 2레인","도봉구시설관리공단","02-901-5000","06:00~22:00","토요일 08:00~18:00, 일요일 09:00~18:00","첫 째주, 셋째 주 일요일 및 공휴일 휴관","불가능","평일 성인 : 4,000원 / 청소년 : 2,800원 / 어린이 : 2,500원          주말 성인 : 5,200원 / 청소년 : 3,600원 / 어린이 : 3,300원","운영시간 06:00~22:00 주차 공간이 협소하므로 대중교통 이용 요망","https://www.dobongsiseol.or.kr/msport_center/intro/02.htm","수영장","휴관","샤워실, 탈의실","도봉실내수영장 이용 예약 http://yeyak.dobongsiseol.or.kr/lecture/llist/index/DOBONG02"
"1075","도봉","도봉중학교","학교체육시설","","서울특별시 도봉구 도봉동 마들로 671","","체육장 4,368㎡","도봉중학교","02-954-4117","19:00~22:00","토요일 13:00~22:00, 일요일 휴관","","가능","체육관 : 10,000~60,000원 운동장 : 20,000~100,000원","주차 불가","https://dobong.sen.ms.kr/","중학교","휴관","샤워실, 탈의실, 창고",""
"1076","도봉","도봉초등학교","학교체육시설","01313","서울특별시 도봉구 도봉로173길 96","","체육장 8,603㎡","도봉초등학교","02-6011-3120","미개방","06:00~22:00","","가능","체육관 : 15,000~60,000원 운동장 : 20,000~100,000원","주차 불가","http://dobong.sen.es.kr/index.do","초등학교","운영","-",""
"675","금천","독산고등학교","학교체육시설","08551","서울특별시 금천구 문성로 64","","2,400㎡ ","독산고등학교","02-857-6248","06:00~07:00, 17:00~21:00 , 16:30~18:00(탁구실)","토요일 06:00~07:20, 16:00~21:00, 14:00~18:00(탁구실)","일요일 및 공휴일 06:00~21:00, 09:00~18:00(탁구실)","가능","체육관 : 15,000~60,000원 운동장 : 15,000~100,000원 탁구실 : 시간 당 15,000원","주차 불가","https://doksan.sen.hs.kr/","고등학교","운영","샤워실, 탈의실, 창고",""
"1575","금천","독산근린공원 배드민턴장","공공체육시설","08596","서울특별시 금천구 범안로 1096","","배드민턴 코트 5면","금천구시설관리공단","02-2627-2341","00:00~24:00","00:00~24:00","","불가능","","하안동상업지역 제1노상공영주차장 이용  30분 600원, 1시간 1,000원","","배드민턴장","운영","화장실, 휴게시설",""
"676","금천","독산근린공원 축구장","공공체육시설","","서울특별시 금천구 독산1동 1086번지 ","독산근린공원 내","인조잔디 축구장 1면 (91m×56m)","금천구시설관리공단","02-809-1912","06:00~18:00","06:00~18:00","자유 개방 : 하절기 18시, 동절기 17시 이후","가능","평일 : 60,000원 주말 및 ,공휴일 : 78,000원","주차 불가","https://www.geumcheon.go.kr/portal/contents.do?key=983","축구장","운영","샤워실, 탈의실, 선수대기실",""
