district_code,district,year,cat1,cat2,val
11260,중랑구,2023,양호한 주관적 건강수준 인지율,소계,41.8
11260,중랑구,2023,음주,월간음주율,56.2
11260,중랑구,2023,음주,연간음주자의 고위험음주율,14.1
11260,중랑구,2023,정신건강,스트레스 인지율,26.0
11260,중랑구,2023,정신건강,우울감 경험률,7.7
11260,중랑구,2023,흡연,현재흡연율,22.1
11260,중랑구,2023,흡연,현재흡연자의 금연시도율,58.9
11260,중랑구,2024,비만율,소계,32.8
11260,중랑구,2024,신체활동,걷기실천율,67.8
11260,중랑구,2024,신체활동,증등도 이상 신체활동 실천율,21.8
11260,중랑구,2024,양호한 주관적 건강수준 인지율,소계,48.9
11260,중랑구,2024,음주,월간음주율,61.2
11260,중랑구,2024,음주,연간음주자의 고위험음주율,16.6
11260,중랑구,2024,정신건강,스트레스 인지율,24.1
11260,중랑구,2024,정신건강,우울감 경험률,6.4
11260,중랑구,2024,흡연,현재흡연율,19.3
11260,중랑구,2024,흡연,현재흡연자의 금연시도율,45.1
11290,성북구,2008,비만율,소계,18.7
11290,성북구,2008,신체활동,걷기실천율,45.1
11290,성북구,2008,신체활동,증등도 이상 신체활동 실천율,-
11290,성북구,2008,양호한 주관적 건강수준 인지율,소계,56.7
11290,성북구,2008,음주,월간음주율,59.8
11290,성북구,2008,음주,연간음주자의 고위험음주율,14.5
11290,성북구,2008,정신건강,스트레스 인지율,35.6
11290,성북구,2008,정신건강,우울감 경험률,7.6
11290,성북구,2008,흡연,현재흡연율,25.4
11290,성북구,2008,흡연,현재흡연자의 금연시도율,-
11290,성북구,2009,비만율,소계,22.5
11290,성북구,2009,신체활동,걷기실천율,51.2
11290,성북구,2009,신체활동,증등도 이상 신체활동 실천율,16.3
11290,성북구,2009,양호한 주관적 건강수준 인지율,소계,56.9
11290,성북구,2009,음주,월간음주율,61.7
11290,성북구,2009,음주,연간음주자의 고위험음주율,16.1
11290,성북구,2009,정신건강,스트레스 인지율,34.2
11290,성북구,2009,정신건강,우울감 경험률,6.7
11290,성북구,2009,흡연,현재흡연율,25.4
11290,성북구,2009,흡연,현재흡연자의 금연시도율,-
11290,성북구,2010,비만율,소계,23.2
11290,성북구,2010,신체활동,걷기실천율,51.0
11290,성북구,2010,신체활동,증등도 이상 신체활동 실천율,14.6
11290,성북구,2010,양호한 주관적 건강수준 인지율,소계,47.3
11290,성북구,2010,음주,월간음주율,64.7
11290,성북구,2010,음주,연간음주자의 고위험음주율,16.3
11290,성북구,2010,정신건강,스트레스 인지율,35.4
11290,성북구,2010,정신건강,우울감 경험률,6.8
11290,성북구,2010,흡연,현재흡연율,25.8
11290,성북구,2010,흡연,현재흡연자의 금연시도율,-
11290,성북구,2011,비만율,소계,23.6
11290,성북구,2011,신체활동,걷기실천율,53.7
11290,성북구,2011,신체활동,증등도 이상 신체활동 실천율,19.0
11290,성북구,2011,양호한 주관적 건강수준 인지율,소계,40.3
11290,성북구,2011,음주,월간음주율,60.9
11290,성북구,2011,음주,연간음주자의 고위험음주율,19.9
11290,성북구,2011,정신건강,스트레스 인지율,35.4
11290,성북구,2011,정신건강,우울감 경험률,8.4
11290,성북구,2011,흡연,현재흡연율,24.6
11290,성북구,2011,흡연,현재흡연자의 금연시도율,-
11290,성북구,2012,비만율,소계,26.6
11290,성북구,2012,신체활동,걷기실천율,50.8
11290,성북구,2012,신체활동,증등도 이상 신체활동 실천율,13.4
11290,성북구,2012,양호한 주관적 건강수준 인지율,소계,42.4
11290,성북구,2012,음주,월간음주율,57.8
11290,성북구,2012,음주,연간음주자의 고위험음주율,22.3
11290,성북구,2012,정신건강,스트레스 인지율,30.0
11290,성북구,2012,정신건강,우울감 경험률,5.3
11290,성북구,2012,흡연,현재흡연율,24.1
11290,성북구,2012,흡연,현재흡연자의 금연시도율,29.1
11290,성북구,2013,비만율,소계,25.0
11290,성북구,2013,신체활동,걷기실천율,50.4
11290,성북구,2013,신체활동,증등도 이상 신체활동 실천율,14.2
11290,성북구,2013,양호한 주관적 건강수준 인지율,소계,45.7
11290,성북구,2013,음주,월간음주율,62.0
11290,성북구,2013,음주,연간음주자의 고위험음주율,21.6
11290,성북구,2013,정신건강,스트레스 인지율,28.8
11290,성북구,2013,정신건강,우울감 경험률,5.0
11290,성북구,2013,흡연,현재흡연율,24.3
11290,성북구,2013,흡연,현재흡연자의 금연시도율,29.4
11290,성북구,2014,비만율,소계,24.5
11290,성북구,2014,신체활동,걷기실천율,54.7
11290,성북구,2014,신체활동,증등도 이상 신체활동 실천율,16.6
11290,성북구,2014,양호한 주관적 건강수준 인지율,소계,44.7
11290,성북구,2014,음주,월간음주율,59.8
11290,성북구,2014,음주,연간음주자의 고위험음주율,17.2
11290,성북구,2014,정신건강,스트레스 인지율,31.4
11290,성북구,2014,정신건강,우울감 경험률,7.7
11290,성북구,2014,흡연,현재흡연율,23.2
11290,성북구,2014,흡연,현재흡연자의 금연시도율,35.6
11290,성북구,2015,비만율,소계,25.4
11290,성북구,2015,신체활동,걷기실천율,55.5
11290,성북구,2015,신체활동,증등도 이상 신체활동 실천율,21.2
11290,성북구,2015,양호한 주관적 건강수준 인지율,소계,46.3
11290,성북구,2015,음주,월간음주율,61.2
11290,성북구,2015,음주,연간음주자의 고위험음주율,16.8
11290,성북구,2015,정신건강,스트레스 인지율,32.2
11290,성북구,2015,정신건강,우울감 경험률,6.0
11290,성북구,2015,흡연,현재흡연율,20.2
11290,성북구,2015,흡연,현재흡연자의 금연시도율,32.7
11290,성북구,2016,비만율,소계,28.6
11290,성북구,2016,신체활동,걷기실천율,52.2
11290,성북구,2016,신체활동,증등도 이상 신체활동 실천율,23.3
11290,성북구,2016,양호한 주관적 건강수준 인지율,소계,42.8
11290,성북구,2016,음주,월간음주율,60.9
11290,성북구,2016,음주,연간음주자의 고위험음주율,18.5
11290,성북구,2016,정신건강,스트레스 인지율,30.3
11290,성북구,2016,정신건강,우울감 경험률,6.9
11290,성북구,2016,흡연,현재흡연율,22.1
11290,성북구,2016,흡연,현재흡연자의 금연시도율,29.2
11290,성북구,2017,비만율,소계,23.4
11290,성북구,2017,신체활동,걷기실천율,63.1
11290,성북구,2017,신체활동,증등도 이상 신체활동 실천율,25.0
11290,성북구,2017,양호한 주관적 건강수준 인지율,소계,41.0
11290,성북구,2017,음주,월간음주율,63.0
11290,성북구,2017,음주,연간음주자의 고위험음주율,19.3
11290,성북구,2017,정신건강,스트레스 인지율,28.8
11290,성북구,2017,정신건강,우울감 경험률,8.0
11290,성북구,2017,흡연,현재흡연율,18.5
11290,성북구,2017,흡연,현재흡연자의 금연시도율,29.6
11290,성북구,2018,비만율,소계,39.0
11290,성북구,2018,신체활동,걷기실천율,60.9
11290,성북구,2018,신체활동,증등도 이상 신체활동 실천율,-
11290,성북구,2018,양호한 주관적 건강수준 인지율,소계,38.7
11290,성북구,2018,음주,월간음주율,63.4
11290,성북구,2018,음주,연간음주자의 고위험음주율,21.6
11290,성북구,2018,정신건강,스트레스 인지율,28.3
11290,성북구,2018,정신건강,우울감 경험률,7.3
11290,성북구,2018,흡연,현재흡연율,19.2
11290,성북구,2018,흡연,현재흡연자의 금연시도율,25.5
11290,성북구,2019,비만율,소계,32.6
11290,성북구,2019,신체활동,걷기실천율,58.7
11290,성북구,2019,신체활동,증등도 이상 신체활동 실천율,21.7
11290,성북구,2019,양호한 주관적 건강수준 인지율,소계,37.2
11290,성북구,2019,음주,월간음주율,59.4
11290,성북구,2019,음주,연간음주자의 고위험음주율,14.6
11290,성북구,2019,정신건강,스트레스 인지율,28.1
11290,성북구,2019,정신건강,우울감 경험률,7.6
11290,성북구,2019,흡연,현재흡연율,17.6
11290,성북구,2019,흡연,현재흡연자의 금연시도율,50.7
11290,성북구,2020,비만율,소계,27.5
11290,성북구,2020,신체활동,걷기실천율,53.5
11290,성북구,2020,신체활동,증등도 이상 신체활동 실천율,21.7
11290,성북구,2020,양호한 주관적 건강수준 인지율,소계,51.7
11290,성북구,2020,음주,월간음주율,53.8
11290,성북구,2020,음주,연간음주자의 고위험음주율,15.8
11290,성북구,2020,정신건강,스트레스 인지율,31.7
11290,성북구,2020,정신건강,우울감 경험률,8.5
11290,성북구,2020,흡연,현재흡연율,17.6
11290,성북구,2020,흡연,현재흡연자의 금연시도율,41.3
11290,성북구,2021,비만율,소계,28.2
11290,성북구,2021,신체활동,걷기실천율,55.8
11290,성북구,2021,신체활동,증등도 이상 신체활동 실천율,18.1
11290,성북구,2021,양호한 주관적 건강수준 인지율,소계,43.2
11290,성북구,2021,음주,월간음주율,49.4
11290,성북구,2021,음주,연간음주자의 고위험음주율,12.5
11290,성북구,2021,정신건강,스트레스 인지율,28.7
11290,성북구,2021,정신건강,우울감 경험률,8.8
11290,성북구,2021,흡연,현재흡연율,16.8
11290,성북구,2021,흡연,현재흡연자의 금연시도율,43.5
11290,성북구,2022,비만율,소계,29.8
11290,성북구,2022,신체활동,걷기실천율,60.3
11290,성북구,2022,신체활동,증등도 이상 신체활동 실천율,22.9
11290,성북구,2022,양호한 주관적 건강수준 인지율,소계,48.8
11290,성북구,2022,음주,월간음주율,56.3
11290,성북구,2022,음주,연간음주자의 고위험음주율,12.8
11290,성북구,2022,정신건강,스트레스 인지율,26.0
11290,성북구,2022,정신건강,우울감 경험률,7.4
11290,성북구,2022,흡연,현재흡연율,17.2
11290,성북구,2022,흡연,현재흡연자의 금연시도율,47.2
11290,성북구,2023,비만율,소계,27.8
11290,성북구,2023,신체활동,걷기실천율,60.9
11290,성북구,2023,신체활동,증등도 이상 신체활동 실천율,25.0
11290,성북구,2023,양호한 주관적 건강수준 인지율,소계,43.0
11290,성북구,2023,음주,월간음주율,56.2
11290,성북구,2023,음주,연간음주자의 고위험음주율,17.0
11290,성북구,2023,정신건강,스트레스 인지율,28.0
11290,성북구,2023,정신건강,우울감 경험률,8.6
11290,성북구,2023,흡연,현재흡연율,17.5
11290,성북구,2023,흡연,현재흡연자의 금연시도율,45.4
11290,성북구,2024,비만율,소계,31.9
11290,성북구,2024,신체활동,걷기실천율,72.5
11290,성북구,2024,신체활동,증등도 이상 신체활동 실천율,26.2
11290,성북구,2024,양호한 주관적 건강수준 인지율,소계,45.7
11290,성북구,2024,음주,월간음주율,54.9
11290,성북구,2024,음주,연간음주자의 고위험음주율,13.0
11290,성북구,2024,정신건강,스트레스 인지율,23.3
11290,성북구,2024,정신건강,우울감 경험률,7.9
11290,성북구,2024,흡연,현재흡연율,17.9
11290,성북구,2024,흡연,현재흡연자의 금연시도율,38.5
11305,강북구,2008,비만율,소계,22.4
11305,강북구,2008,신체활동,걷기실천율,53.8
11305,강북구,2008,신체활동,증등도 이상 신체활동 실천율,-
11305,강북구,2008,양호한 주관적 건강수준 인지율,소계,47.5
11305,강북구,2008,음주,월간음주율,59.2
11305,강북구,2008,음주,연간음주자의 고위험음주율,20.6
11305,강북구,2008,정신건강,스트레스 인지율,31.5
11305,강북구,2008,정신건강,우울감 경험률,1.9
11305,강북구,2008,흡연,현재흡연율,26.1
11305,강북구,2008,흡연,현재흡연자의 금연시도율,-
11305,강북구,2009,비만율,소계,23.4
11305,강북구,2009,신체활동,걷기실천율,56.8
11305,강북구,2009,신체활동,증등도 이상 신체활동 실천율,18.2
11305,강북구,2009,양호한 주관적 건강수준 인지율,소계,49.4
11305,강북구,2009,음주,월간음주율,59.2
11305,강북구,2009,음주,연간음주자의 고위험음주율,16.8
11305,강북구,2009,정신건강,스트레스 인지율,25.9
11305,강북구,2009,정신건강,우울감 경험률,5.3
11305,강북구,2009,흡연,현재흡연율,26.7
11305,강북구,2009,흡연,현재흡연자의 금연시도율,-
11305,강북구,2010,비만율,소계,22.1
11305,강북구,2010,신체활동,걷기실천율,56.2
11305,강북구,2010,신체활동,증등도 이상 신체활동 실천율,11.2
11305,강북구,2010,양호한 주관적 건강수준 인지율,소계,44.2
11305,강북구,2010,음주,월간음주율,61.5
11305,강북구,2010,음주,연간음주자의 고위험음주율,12.7
11305,강북구,2010,정신건강,스트레스 인지율,27.3
11305,강북구,2010,정신건강,우울감 경험률,6.1
11305,강북구,2010,흡연,현재흡연율,25.2
11305,강북구,2010,흡연,현재흡연자의 금연시도율,-
11305,강북구,2011,비만율,소계,25.3
11305,강북구,2011,신체활동,걷기실천율,64.5
11305,강북구,2011,신체활동,증등도 이상 신체활동 실천율,25.8
11305,강북구,2011,양호한 주관적 건강수준 인지율,소계,43.5
11305,강북구,2011,음주,월간음주율,58.2
11305,강북구,2011,음주,연간음주자의 고위험음주율,18.0
11305,강북구,2011,정신건강,스트레스 인지율,34.0
11305,강북구,2011,정신건강,우울감 경험률,8.0
11305,강북구,2011,흡연,현재흡연율,24.8
11305,강북구,2011,흡연,현재흡연자의 금연시도율,-
11305,강북구,2012,비만율,소계,23.8
11305,강북구,2012,신체활동,걷기실천율,62.1
11305,강북구,2012,신체활동,증등도 이상 신체활동 실천율,15.0
11305,강북구,2012,양호한 주관적 건강수준 인지율,소계,38.6
11305,강북구,2012,음주,월간음주율,59.3
11305,강북구,2012,음주,연간음주자의 고위험음주율,14.7
11305,강북구,2012,정신건강,스트레스 인지율,28.4
11305,강북구,2012,정신건강,우울감 경험률,7.9
11305,강북구,2012,흡연,현재흡연율,26.1
11305,강북구,2012,흡연,현재흡연자의 금연시도율,32.2
11305,강북구,2013,비만율,소계,24.1
11305,강북구,2013,신체활동,걷기실천율,55.6
11305,강북구,2013,신체활동,증등도 이상 신체활동 실천율,13.0
11305,강북구,2013,양호한 주관적 건강수준 인지율,소계,34.2
11305,강북구,2013,음주,월간음주율,56.3
11305,강북구,2013,음주,연간음주자의 고위험음주율,20.3
11305,강북구,2013,정신건강,스트레스 인지율,30.3
11305,강북구,2013,정신건강,우울감 경험률,6.0
11305,강북구,2013,흡연,현재흡연율,23.4
11305,강북구,2013,흡연,현재흡연자의 금연시도율,28.6
11305,강북구,2014,비만율,소계,24.8
11305,강북구,2014,신체활동,걷기실천율,56.8
11305,강북구,2014,신체활동,증등도 이상 신체활동 실천율,15.9
11305,강북구,2014,양호한 주관적 건강수준 인지율,소계,37.3
11305,강북구,2014,음주,월간음주율,57.5
11305,강북구,2014,음주,연간음주자의 고위험음주율,23.2
11305,강북구,2014,정신건강,스트레스 인지율,30.8
11305,강북구,2014,정신건강,우울감 경험률,9.2
11305,강북구,2014,흡연,현재흡연율,25.6
11305,강북구,2014,흡연,현재흡연자의 금연시도율,21.2
11305,강북구,2015,비만율,소계,29.5
11305,강북구,2015,신체활동,걷기실천율,55.9
11305,강북구,2015,신체활동,증등도 이상 신체활동 실천율,18.4
11305,강북구,2015,양호한 주관적 건강수준 인지율,소계,44.1
11305,강북구,2015,음주,월간음주율,57.1
11305,강북구,2015,음주,연간음주자의 고위험음주율,15.7
11305,강북구,2015,정신건강,스트레스 인지율,31.9
11305,강북구,2015,정신건강,우울감 경험률,7.2
11305,강북구,2015,흡연,현재흡연율,22.0
11305,강북구,2015,흡연,현재흡연자의 금연시도율,30.5
11305,강북구,2016,비만율,소계,29.3
11305,강북구,2016,신체활동,걷기실천율,45.3
11305,강북구,2016,신체활동,증등도 이상 신체활동 실천율,19.9
11305,강북구,2016,양호한 주관적 건강수준 인지율,소계,40.2
11305,강북구,2016,음주,월간음주율,59.9
11305,강북구,2016,음주,연간음주자의 고위험음주율,18.9
11305,강북구,2016,정신건강,스트레스 인지율,29.7
11305,강북구,2016,정신건강,우울감 경험률,7.5
11305,강북구,2016,흡연,현재흡연율,20.8
11305,강북구,2016,흡연,현재흡연자의 금연시도율,32.0
11305,강북구,2017,비만율,소계,29.6
11305,강북구,2017,신체활동,걷기실천율,50.9
11305,강북구,2017,신체활동,증등도 이상 신체활동 실천율,17.0
11305,강북구,2017,양호한 주관적 건강수준 인지율,소계,35.9
11305,강북구,2017,음주,월간음주율,59.4
11305,강북구,2017,음주,연간음주자의 고위험음주율,20.6
11305,강북구,2017,정신건강,스트레스 인지율,29.6
11305,강북구,2017,정신건강,우울감 경험률,8.6
11305,강북구,2017,흡연,현재흡연율,22.9
11305,강북구,2017,흡연,현재흡연자의 금연시도율,19.0
11305,강북구,2018,비만율,소계,31.3
11305,강북구,2018,신체활동,걷기실천율,61.1
11305,강북구,2018,신체활동,증등도 이상 신체활동 실천율,-
11305,강북구,2018,양호한 주관적 건강수준 인지율,소계,36.7
11305,강북구,2018,음주,월간음주율,55.2
11305,강북구,2018,음주,연간음주자의 고위험음주율,20.6
11305,강북구,2018,정신건강,스트레스 인지율,29.5
11305,강북구,2018,정신건강,우울감 경험률,5.7
11305,강북구,2018,흡연,현재흡연율,23.5
11305,강북구,2018,흡연,현재흡연자의 금연시도율,21.1
11305,강북구,2019,비만율,소계,30.3
11305,강북구,2019,신체활동,걷기실천율,55.5
11305,강북구,2019,신체활동,증등도 이상 신체활동 실천율,15.9
11305,강북구,2019,양호한 주관적 건강수준 인지율,소계,37.3
11305,강북구,2019,음주,월간음주율,57.0
11305,강북구,2019,음주,연간음주자의 고위험음주율,21.4
11305,강북구,2019,정신건강,스트레스 인지율,24.5
11305,강북구,2019,정신건강,우울감 경험률,6.4
11305,강북구,2019,흡연,현재흡연율,19.8
11305,강북구,2019,흡연,현재흡연자의 금연시도율,43.8
11305,강북구,2020,비만율,소계,30.3
11305,강북구,2020,신체활동,걷기실천율,50.7
11305,강북구,2020,신체활동,증등도 이상 신체활동 실천율,13.4
11305,강북구,2020,양호한 주관적 건강수준 인지율,소계,55.6
11305,강북구,2020,음주,월간음주율,50.1
11305,강북구,2020,음주,연간음주자의 고위험음주율,18.1
11305,강북구,2020,정신건강,스트레스 인지율,32.4
11305,강북구,2020,정신건강,우울감 경험률,6.7
11305,강북구,2020,흡연,현재흡연율,17.8
11305,강북구,2020,흡연,현재흡연자의 금연시도율,42.5
11305,강북구,2021,비만율,소계,32.3
11305,강북구,2021,신체활동,걷기실천율,52.7
11305,강북구,2021,신체활동,증등도 이상 신체활동 실천율,12.6
11305,강북구,2021,양호한 주관적 건강수준 인지율,소계,43.6
11305,강북구,2021,음주,월간음주율,53.7
11305,강북구,2021,음주,연간음주자의 고위험음주율,19.8
11305,강북구,2021,정신건강,스트레스 인지율,27.8
11305,강북구,2021,정신건강,우울감 경험률,5.5
11305,강북구,2021,흡연,현재흡연율,17.5
11305,강북구,2021,흡연,현재흡연자의 금연시도율,44.3
11305,강북구,2022,비만율,소계,33.0
11305,강북구,2022,신체활동,걷기실천율,59.1
11305,강북구,2022,신체활동,증등도 이상 신체활동 실천율,15.0
11305,강북구,2022,양호한 주관적 건강수준 인지율,소계,49.3
11305,강북구,2022,음주,월간음주율,52.2
11305,강북구,2022,음주,연간음주자의 고위험음주율,22.3
11305,강북구,2022,정신건강,스트레스 인지율,22.4
11305,강북구,2022,정신건강,우울감 경험률,4.5
11305,강북구,2022,흡연,현재흡연율,20.3
11305,강북구,2022,흡연,현재흡연자의 금연시도율,37.2
11305,강북구,2023,비만율,소계,31.0
11305,강북구,2023,신체활동,걷기실천율,64.9
11305,강북구,2023,신체활동,증등도 이상 신체활동 실천율,16.6
11305,강북구,2023,양호한 주관적 건강수준 인지율,소계,47.6
11305,강북구,2023,음주,월간음주율,56.7
11305,강북구,2023,음주,연간음주자의 고위험음주율,22.8
11305,강북구,2023,정신건강,스트레스 인지율,26.8
11305,강북구,2023,정신건강,우울감 경험률,8.4
11305,강북구,2023,흡연,현재흡연율,19.9
11305,강북구,2023,흡연,현재흡연자의 금연시도율,48.1
11305,강북구,2024,비만율,소계,35.2
11305,강북구,2024,신체활동,걷기실천율,55.5
11305,강북구,2024,신체활동,증등도 이상 신체활동 실천율,17.2
11305,강북구,2024,양호한 주관적 건강수준 인지율,소계,46.6
11305,강북구,2024,음주,월간음주율,48.5
11305,강북구,2024,음주,연간음주자의 고위험음주율,17.4
11305,강북구,2024,정신건강,스트레스 인지율,29.6
11305,강북구,2024,정신건강,우울감 경험률,6.3
11305,강북구,2024,흡연,현재흡연율,18.5
11305,강북구,2024,흡연,현재흡연자의 금연시도율,34.1
11320,도봉구,2008,비만율,소계,14.2
11320,도봉구,2008,신체활동,걷기실천율,75.9
11320,도봉구,2008,신체활동,증등도 이상 신체활동 실천율,-
11320,도봉구,2008,양호한 주관적 건강수준 인지율,소계,64.0
11320,도봉구,2008,음주,월간음주율,59.7
11320,도봉구,2008,음주,연간음주자의 고위험음주율,12.7
11320,도봉구,2008,정신건강,스트레스 인지율,24.0
11320,도봉구,2008,정신건강,우울감 경험률,6.5
11320,도봉구,2008,흡연,현재흡연율,24.0
11320,도봉구,2008,흡연,현재흡연자의 금연시도율,-
11320,도봉구,2009,비만율,소계,21.5
11320,도봉구,2009,신체활동,걷기실천율,67.7
11320,도봉구,2009,신체활동,증등도 이상 신체활동 실천율,16.2
11320,도봉구,2009,양호한 주관적 건강수준 인지율,소계,44.9
11320,도봉구,2009,음주,월간음주율,57.5
11320,도봉구,2009,음주,연간음주자의 고위험음주율,19.3
11320,도봉구,2009,정신건강,스트레스 인지율,29.8
11320,도봉구,2009,정신건강,우울감 경험률,9.2
11320,도봉구,2009,흡연,현재흡연율,25.0
11320,도봉구,2009,흡연,현재흡연자의 금연시도율,-
11320,도봉구,2010,비만율,소계,26.6
11320,도봉구,2010,신체활동,걷기실천율,49.1
11320,도봉구,2010,신체활동,증등도 이상 신체활동 실천율,19.2
11320,도봉구,2010,양호한 주관적 건강수준 인지율,소계,43.2
11320,도봉구,2010,음주,월간음주율,64.0
11320,도봉구,2010,음주,연간음주자의 고위험음주율,16.5
11320,도봉구,2010,정신건강,스트레스 인지율,28.6
11320,도봉구,2010,정신건강,우울감 경험률,10.6
11320,도봉구,2010,흡연,현재흡연율,25.4
11320,도봉구,2010,흡연,현재흡연자의 금연시도율,-
11320,도봉구,2011,비만율,소계,24.7
11320,도봉구,2011,신체활동,걷기실천율,47.4
11320,도봉구,2011,신체활동,증등도 이상 신체활동 실천율,18.5
11320,도봉구,2011,양호한 주관적 건강수준 인지율,소계,43.5
11320,도봉구,2011,음주,월간음주율,64.6
11320,도봉구,2011,음주,연간음주자의 고위험음주율,19.6
11320,도봉구,2011,정신건강,스트레스 인지율,28.6
11320,도봉구,2011,정신건강,우울감 경험률,8.6
11320,도봉구,2011,흡연,현재흡연율,21.8
11320,도봉구,2011,흡연,현재흡연자의 금연시도율,-
11320,도봉구,2012,비만율,소계,25.1
11320,도봉구,2012,신체활동,걷기실천율,47.2
11320,도봉구,2012,신체활동,증등도 이상 신체활동 실천율,16.8
11320,도봉구,2012,양호한 주관적 건강수준 인지율,소계,44.8
11320,도봉구,2012,음주,월간음주율,61.7
11320,도봉구,2012,음주,연간음주자의 고위험음주율,19.4
11320,도봉구,2012,정신건강,스트레스 인지율,29.7
11320,도봉구,2012,정신건강,우울감 경험률,8.3
11320,도봉구,2012,흡연,현재흡연율,25.0
11320,도봉구,2012,흡연,현재흡연자의 금연시도율,39.9
11320,도봉구,2013,비만율,소계,27.4
11320,도봉구,2013,신체활동,걷기실천율,53.6
11320,도봉구,2013,신체활동,증등도 이상 신체활동 실천율,16.3
11320,도봉구,2013,양호한 주관적 건강수준 인지율,소계,41.1
11320,도봉구,2013,음주,월간음주율,60.2
11320,도봉구,2013,음주,연간음주자의 고위험음주율,14.4
11320,도봉구,2013,정신건강,스트레스 인지율,26.3
11320,도봉구,2013,정신건강,우울감 경험률,6.1
11320,도봉구,2013,흡연,현재흡연율,21.3
11320,도봉구,2013,흡연,현재흡연자의 금연시도율,27.3
11320,도봉구,2014,비만율,소계,23.7
11320,도봉구,2014,신체활동,걷기실천율,56.4
11320,도봉구,2014,신체활동,증등도 이상 신체활동 실천율,24.7
11320,도봉구,2014,양호한 주관적 건강수준 인지율,소계,40.0
11320,도봉구,2014,음주,월간음주율,60.3
11320,도봉구,2014,음주,연간음주자의 고위험음주율,16.7
11320,도봉구,2014,정신건강,스트레스 인지율,27.7
11320,도봉구,2014,정신건강,우울감 경험률,7.0
11320,도봉구,2014,흡연,현재흡연율,21.8
11320,도봉구,2014,흡연,현재흡연자의 금연시도율,25.7
11320,도봉구,2015,비만율,소계,25.9
11320,도봉구,2015,신체활동,걷기실천율,49.5
11320,도봉구,2015,신체활동,증등도 이상 신체활동 실천율,22.2
11320,도봉구,2015,양호한 주관적 건강수준 인지율,소계,44.2
11320,도봉구,2015,음주,월간음주율,62.1
11320,도봉구,2015,음주,연간음주자의 고위험음주율,20.2
11320,도봉구,2015,정신건강,스트레스 인지율,29.3
11320,도봉구,2015,정신건강,우울감 경험률,9.1
11320,도봉구,2015,흡연,현재흡연율,16.3
11320,도봉구,2015,흡연,현재흡연자의 금연시도율,47.0
11320,도봉구,2016,비만율,소계,27.8
11320,도봉구,2016,신체활동,걷기실천율,46.2
11320,도봉구,2016,신체활동,증등도 이상 신체활동 실천율,16.3
11320,도봉구,2016,양호한 주관적 건강수준 인지율,소계,37.7
11320,도봉구,2016,음주,월간음주율,59.5
11320,도봉구,2016,음주,연간음주자의 고위험음주율,17.3
11320,도봉구,2016,정신건강,스트레스 인지율,29.4
11320,도봉구,2016,정신건강,우울감 경험률,8.6
11320,도봉구,2016,흡연,현재흡연율,21.5
11320,도봉구,2016,흡연,현재흡연자의 금연시도율,38.5
11320,도봉구,2017,비만율,소계,28.5
11320,도봉구,2017,신체활동,걷기실천율,49.7
11320,도봉구,2017,신체활동,증등도 이상 신체활동 실천율,20.1
11320,도봉구,2017,양호한 주관적 건강수준 인지율,소계,38.7
11320,도봉구,2017,음주,월간음주율,61.3
11320,도봉구,2017,음주,연간음주자의 고위험음주율,18.1
11320,도봉구,2017,정신건강,스트레스 인지율,29.0
11320,도봉구,2017,정신건강,우울감 경험률,6.7
11320,도봉구,2017,흡연,현재흡연율,21.2
11320,도봉구,2017,흡연,현재흡연자의 금연시도율,26.0
11320,도봉구,2018,비만율,소계,33.5
11320,도봉구,2018,신체활동,걷기실천율,61.1
11320,도봉구,2018,신체활동,증등도 이상 신체활동 실천율,-
11320,도봉구,2018,양호한 주관적 건강수준 인지율,소계,32.3
11320,도봉구,2018,음주,월간음주율,62.5
11320,도봉구,2018,음주,연간음주자의 고위험음주율,20.4
11320,도봉구,2018,정신건강,스트레스 인지율,27.1
11320,도봉구,2018,정신건강,우울감 경험률,6.0
11320,도봉구,2018,흡연,현재흡연율,19.5
11320,도봉구,2018,흡연,현재흡연자의 금연시도율,23.3
11320,도봉구,2019,비만율,소계,36.6
11320,도봉구,2019,신체활동,걷기실천율,55.7
11320,도봉구,2019,신체활동,증등도 이상 신체활동 실천율,21.9
11320,도봉구,2019,양호한 주관적 건강수준 인지율,소계,37.5
11320,도봉구,2019,음주,월간음주율,57.5
11320,도봉구,2019,음주,연간음주자의 고위험음주율,17.1
11320,도봉구,2019,정신건강,스트레스 인지율,26.7
11320,도봉구,2019,정신건강,우울감 경험률,4.5
11320,도봉구,2019,흡연,현재흡연율,15.7
11320,도봉구,2019,흡연,현재흡연자의 금연시도율,55.2
11320,도봉구,2020,비만율,소계,33.5
11320,도봉구,2020,신체활동,걷기실천율,52.3
11320,도봉구,2020,신체활동,증등도 이상 신체활동 실천율,17.4
11320,도봉구,2020,양호한 주관적 건강수준 인지율,소계,51.9
11320,도봉구,2020,음주,월간음주율,51.9
11320,도봉구,2020,음주,연간음주자의 고위험음주율,14.1
11320,도봉구,2020,정신건강,스트레스 인지율,26.1
11320,도봉구,2020,정신건강,우울감 경험률,5.5
11320,도봉구,2020,흡연,현재흡연율,18.6
11320,도봉구,2020,흡연,현재흡연자의 금연시도율,48.6
11320,도봉구,2021,비만율,소계,33.6
11320,도봉구,2021,신체활동,걷기실천율,49.7
11320,도봉구,2021,신체활동,증등도 이상 신체활동 실천율,14.7
11320,도봉구,2021,양호한 주관적 건강수준 인지율,소계,43.6
